city_id,city,country_id,last_update
102,Caracas,104,2/15/2006 4:45
103,Carmen,60,2/15/2006 4:45
104,Cavite,75,2/15/2006 4:45
105,Cayenne,35,2/15/2006 4:45
106,Celaya,60,2/15/2006 4:45
107,Chandrapur,44,2/15/2006 4:45
108,Changhwa,92,2/15/2006 4:45
109,Changzhou,23,2/15/2006 4:45
110,Chapra,44,2/15/2006 4:45
111,Charlotte Amalie,106,2/15/2006 4:45
112,Chatsworth,85,2/15/2006 4:45
113,Cheju,86,2/15/2006 4:45
114,Chiayi,92,2/15/2006 4:45
115,Chisinau,61,2/15/2006 4:45
116,Chungho,92,2/15/2006 4:45
117,Cianjur,45,2/15/2006 4:45
118,Ciomas,45,2/15/2006 4:45
119,Ciparay,45,2/15/2006 4:45
120,Citrus Heights,103,2/15/2006 4:45
121,Citt del Vaticano,41,2/15/2006 4:45
122,Ciudad del Este,73,2/15/2006 4:45
123,Clarksville,103,2/15/2006 4:45
124,Coacalco de Berriozbal,60,2/15/2006 4:45
125,Coatzacoalcos,60,2/15/2006 4:45
126,Compton,103,2/15/2006 4:45
127,Coquimbo,22,2/15/2006 4:45
128,Crdoba,6,2/15/2006 4:45
129,Cuauhtmoc,60,2/15/2006 4:45
130,Cuautla,60,2/15/2006 4:45
131,Cuernavaca,60,2/15/2006 4:45
132,Cuman,104,2/15/2006 4:45
133,Czestochowa,76,2/15/2006 4:45
134,Dadu,72,2/15/2006 4:45
135,Dallas,103,2/15/2006 4:45
136,Datong,23,2/15/2006 4:45
137,Daugavpils,54,2/15/2006 4:45
138,Davao,75,2/15/2006 4:45
139,Daxian,23,2/15/2006 4:45
140,Dayton,103,2/15/2006 4:45
141,Deba Habe,69,2/15/2006 4:45
142,Denizli,97,2/15/2006 4:45
143,Dhaka,12,2/15/2006 4:45
144,Dhule (Dhulia,,
145,Dongying,23,2/15/2006 4:45
146,Donostia-San Sebastin,87,2/15/2006 4:45
147,Dos Quebradas,24,2/15/2006 4:45
148,Duisburg,38,2/15/2006 4:45
149,Dundee,102,2/15/2006 4:45
150,Dzerzinsk,80,2/15/2006 4:45
151,Ede,67,2/15/2006 4:45
152,Effon-Alaiye,69,2/15/2006 4:45
153,El Alto,14,2/15/2006 4:45
154,El Fuerte,60,2/15/2006 4:45
155,El Monte,103,2/15/2006 4:45
156,Elista,80,2/15/2006 4:45
157,Emeishan,23,2/15/2006 4:45
158,Emmen,67,2/15/2006 4:45
159,Enshi,23,2/15/2006 4:45
160,Erlangen,38,2/15/2006 4:45
161,Escobar,6,2/15/2006 4:45
162,Esfahan,46,2/15/2006 4:45
163,Eskisehir,97,2/15/2006 4:45
164,Etawah,44,2/15/2006 4:45
165,Ezeiza,6,2/15/2006 4:45
166,Ezhou,23,2/15/2006 4:45
167,Faaa,36,2/15/2006 4:45
168,Fengshan,92,2/15/2006 4:45
169,Firozabad,44,2/15/2006 4:45
170,Florencia,24,2/15/2006 4:45
171,Fontana,103,2/15/2006 4:45
172,Fukuyama,50,2/15/2006 4:45
173,Funafuti,99,2/15/2006 4:45
174,Fuyu,23,2/15/2006 4:45
175,Fuzhou,23,2/15/2006 4:45
176,Gandhinagar,44,2/15/2006 4:45
177,Garden Grove,103,2/15/2006 4:45
178,Garland,103,2/15/2006 4:45
179,Gatineau,20,2/15/2006 4:45
180,Gaziantep,97,2/15/2006 4:45
181,Gijn,87,2/15/2006 4:45
182,Gingoog,75,2/15/2006 4:45
183,Goinia,15,2/15/2006 4:45
184,Gorontalo,45,2/15/2006 4:45
185,Grand Prairie,103,2/15/2006 4:45
186,Graz,9,2/15/2006 4:45
187,Greensboro,103,2/15/2006 4:45
188,Guadalajara,60,2/15/2006 4:45
189,Guaruj,15,2/15/2006 4:45
190,guas Lindas de Gois,15,2/15/2006 4:45
191,Gulbarga,44,2/15/2006 4:45
192,Hagonoy,75,2/15/2006 4:45
193,Haining,23,2/15/2006 4:45
194,Haiphong,105,2/15/2006 4:45
195,Haldia,44,2/15/2006 4:45
196,Halifax,20,2/15/2006 4:45
197,Halisahar,44,2/15/2006 4:45
198,Halle/Saale,38,2/15/2006 4:45
199,Hami,23,2/15/2006 4:45
200,Hamilton,68,2/15/2006 4:45
201,Hanoi,105,2/15/2006 4:45
202,Hidalgo,60,2/15/2006 4:45
203,Higashiosaka,50,2/15/2006 4:45
204,Hino,50,2/15/2006 4:45
205,Hiroshima,50,2/15/2006 4:45
206,Hodeida,107,2/15/2006 4:45
207,Hohhot,23,2/15/2006 4:45
208,Hoshiarpur,44,2/15/2006 4:45
209,Hsichuh,92,2/15/2006 4:45
210,Huaian,23,2/15/2006 4:45
211,Hubli-Dharwad,44,2/15/2006 4:45
212,Huejutla de Reyes,60,2/15/2006 4:45
213,Huixquilucan,60,2/15/2006 4:45
214,Hunuco,74,2/15/2006 4:45
215,Ibirit,15,2/15/2006 4:45
216,Idfu,29,2/15/2006 4:45
217,Ife,69,2/15/2006 4:45
218,Ikerre,69,2/15/2006 4:45
219,Iligan,75,2/15/2006 4:45
220,Ilorin,69,2/15/2006 4:45
221,Imus,75,2/15/2006 4:45
222,Inegl,97,2/15/2006 4:45
223,Ipoh,59,2/15/2006 4:45
224,Isesaki,50,2/15/2006 4:45
225,Ivanovo,80,2/15/2006 4:45
226,Iwaki,50,2/15/2006 4:45
227,Iwakuni,50,2/15/2006 4:45
228,Iwatsuki,50,2/15/2006 4:45
229,Izumisano,50,2/15/2006 4:45
230,Jaffna,88,2/15/2006 4:45
231,Jaipur,44,2/15/2006 4:45
232,Jakarta,45,2/15/2006 4:45
233,Jalib al-Shuyukh,53,2/15/2006 4:45
234,Jamalpur,12,2/15/2006 4:45
235,Jaroslavl,80,2/15/2006 4:45
236,Jastrzebie-Zdrj,76,2/15/2006 4:45
237,Jedda,82,2/15/2006 4:45
238,Jelets,80,2/15/2006 4:45
239,Jhansi,44,2/15/2006 4:45
240,Jinchang,23,2/15/2006 4:45
241,Jining,23,2/15/2006 4:45
242,Jinzhou,23,2/15/2006 4:45
243,Jodhpur,44,2/15/2006 4:45
244,Johannesburg,85,2/15/2006 4:45
245,Joliet,103,2/15/2006 4:45
246,Jos Azueta,60,2/15/2006 4:45
247,Juazeiro do Norte,15,2/15/2006 4:45
248,Juiz de Fora,15,2/15/2006 4:45
249,Junan,23,2/15/2006 4:45
250,Jurez,60,2/15/2006 4:45
251,Kabul,1,2/15/2006 4:45
252,Kaduna,69,2/15/2006 4:45
253,Kakamigahara,50,2/15/2006 4:45
254,Kaliningrad,80,2/15/2006 4:45
255,Kalisz,76,2/15/2006 4:45
256,Kamakura,50,2/15/2006 4:45
257,Kamarhati,44,2/15/2006 4:45
258,Kamjanets-Podilskyi,100,2/15/2006 4:45
259,Kamyin,80,2/15/2006 4:45
260,Kanazawa,50,2/15/2006 4:45
261,Kanchrapara,44,2/15/2006 4:45
262,Kansas City,103,2/15/2006 4:45
263,Karnal,44,2/15/2006 4:45
264,Katihar,44,2/15/2006 4:45
265,Kermanshah,46,2/15/2006 4:45
266,Kilis,97,2/15/2006 4:45
267,Kimberley,85,2/15/2006 4:45
268,Kimchon,86,2/15/2006 4:45
269,Kingstown,81,2/15/2006 4:45
270,Kirovo-Tepetsk,80,2/15/2006 4:45
271,Kisumu,52,2/15/2006 4:45
272,Kitwe,109,2/15/2006 4:45
273,Klerksdorp,85,2/15/2006 4:45
274,Kolpino,80,2/15/2006 4:45
275,Konotop,100,2/15/2006 4:45
276,Koriyama,50,2/15/2006 4:45
277,Korla,23,2/15/2006 4:45
278,Korolev,80,2/15/2006 4:45
279,Kowloon and New Kowloon,42,2/15/2006 4:45
280,Kragujevac,108,2/15/2006 4:45
281,Ktahya,97,2/15/2006 4:45
282,Kuching,59,2/15/2006 4:45
283,Kumbakonam,44,2/15/2006 4:45
284,Kurashiki,50,2/15/2006 4:45
285,Kurgan,80,2/15/2006 4:45
286,Kursk,80,2/15/2006 4:45
287,Kuwana,50,2/15/2006 4:45
288,La Paz,60,2/15/2006 4:45
289,La Plata,6,2/15/2006 4:45
290,La Romana,27,2/15/2006 4:45
291,Laiwu,23,2/15/2006 4:45
292,Lancaster,103,2/15/2006 4:45
293,Laohekou,23,2/15/2006 4:45
294,Lapu-Lapu,75,2/15/2006 4:45
295,Laredo,103,2/15/2006 4:45
296,Lausanne,91,2/15/2006 4:45
297,Le Mans,34,2/15/2006 4:45
298,Lengshuijiang,23,2/15/2006 4:45
299,Leshan,23,2/15/2006 4:45
300,Lethbridge,20,2/15/2006 4:45
301,Lhokseumawe,45,2/15/2006 4:45
302,Liaocheng,23,2/15/2006 4:45
303,Liepaja,54,2/15/2006 4:45
304,Lilongwe,58,2/15/2006 4:45
305,Lima,74,2/15/2006 4:45
306,Lincoln,103,2/15/2006 4:45
307,Linz,9,2/15/2006 4:45
308,Lipetsk,80,2/15/2006 4:45
309,Livorno,49,2/15/2006 4:45
310,Ljubertsy,80,2/15/2006 4:45
311,Loja,28,2/15/2006 4:45
312,London,102,2/15/2006 4:45
313,London,20,2/15/2006 4:45
314,Lublin,76,2/15/2006 4:45
315,Lubumbashi,25,2/15/2006 4:45
316,Lungtan,92,2/15/2006 4:45
317,Luzinia,15,2/15/2006 4:45
318,Madiun,45,2/15/2006 4:45
319,Mahajanga,57,2/15/2006 4:45
320,Maikop,80,2/15/2006 4:45
321,Malm,90,2/15/2006 4:45
322,Manchester,103,2/15/2006 4:45
323,Mandaluyong,75,2/15/2006 4:45
324,Mandi Bahauddin,72,2/15/2006 4:45
325,Mannheim,38,2/15/2006 4:45
326,Maracabo,104,2/15/2006 4:45
327,Mardan,72,2/15/2006 4:45
328,Maring,15,2/15/2006 4:45
329,Masqat,71,2/15/2006 4:45
330,Matamoros,60,2/15/2006 4:45
331,Matsue,50,2/15/2006 4:45
332,Meixian,23,2/15/2006 4:45
333,Memphis,103,2/15/2006 4:45
334,Merlo,6,2/15/2006 4:45
335,Mexicali,60,2/15/2006 4:45
336,Miraj,44,2/15/2006 4:45
337,Mit Ghamr,29,2/15/2006 4:45
338,Miyakonojo,50,2/15/2006 4:45
339,Mogiljov,13,2/15/2006 4:45
340,Molodetno,13,2/15/2006 4:45
341,Monclova,60,2/15/2006 4:45
342,Monywa,64,2/15/2006 4:45
343,Moscow,80,2/15/2006 4:45
344,Mosul,47,2/15/2006 4:45
345,Mukateve,100,2/15/2006 4:45
346,Munger (Monghyr,,
347,Mwanza,93,2/15/2006 4:45
348,Mwene-Ditu,25,2/15/2006 4:45
349,Myingyan,64,2/15/2006 4:45
350,Mysore,44,2/15/2006 4:45
351,Naala-Porto,63,2/15/2006 4:45
352,Nabereznyje Telny,80,2/15/2006 4:45
353,Nador,62,2/15/2006 4:45
354,Nagaon,44,2/15/2006 4:45
355,Nagareyama,50,2/15/2006 4:45
356,Najafabad,46,2/15/2006 4:45
357,Naju,86,2/15/2006 4:45
358,Nakhon Sawan,94,2/15/2006 4:45
359,Nam Dinh,105,2/15/2006 4:45
360,Namibe,4,2/15/2006 4:45
361,Nantou,92,2/15/2006 4:45
362,Nanyang,23,2/15/2006 4:45
363,NDjamna,21,2/15/2006 4:45
364,Newcastle,85,2/15/2006 4:45
365,Nezahualcyotl,60,2/15/2006 4:45
366,Nha Trang,105,2/15/2006 4:45
367,Niznekamsk,80,2/15/2006 4:45
368,Novi Sad,108,2/15/2006 4:45
369,Novoterkassk,80,2/15/2006 4:45
370,Nukualofa,95,2/15/2006 4:45
371,Nuuk,40,2/15/2006 4:45
372,Nyeri,52,2/15/2006 4:45
373,Ocumare del Tuy,104,2/15/2006 4:45
374,Ogbomosho,69,2/15/2006 4:45
375,Okara,72,2/15/2006 4:45
376,Okayama,50,2/15/2006 4:45
377,Okinawa,50,2/15/2006 4:45
378,Olomouc,26,2/15/2006 4:45
379,Omdurman,89,2/15/2006 4:45
380,Omiya,50,2/15/2006 4:45
381,Ondo,69,2/15/2006 4:45
382,Onomichi,50,2/15/2006 4:45
383,Oshawa,20,2/15/2006 4:45
384,Osmaniye,97,2/15/2006 4:45
385,ostka,100,2/15/2006 4:45
386,Otsu,50,2/15/2006 4:45
387,Oulu,33,2/15/2006 4:45
388,Ourense (Orense,,
389,Owo,69,2/15/2006 4:45
390,Oyo,69,2/15/2006 4:45
391,Ozamis,75,2/15/2006 4:45
392,Paarl,85,2/15/2006 4:45
393,Pachuca de Soto,60,2/15/2006 4:45
394,Pak Kret,94,2/15/2006 4:45
395,Palghat (Palakkad,,
396,Pangkal Pinang,45,2/15/2006 4:45
397,Papeete,36,2/15/2006 4:45
398,Parbhani,44,2/15/2006 4:45
399,Pathankot,44,2/15/2006 4:45
400,Patiala,44,2/15/2006 4:45
401,Patras,39,2/15/2006 4:45
402,Pavlodar,51,2/15/2006 4:45
403,Pemalang,45,2/15/2006 4:45
404,Peoria,103,2/15/2006 4:45
405,Pereira,24,2/15/2006 4:45
406,Phnom Penh,18,2/15/2006 4:45
407,Pingxiang,23,2/15/2006 4:45
408,Pjatigorsk,80,2/15/2006 4:45
409,Plock,76,2/15/2006 4:45
410,Po,15,2/15/2006 4:45
411,Ponce,77,2/15/2006 4:45
412,Pontianak,45,2/15/2006 4:45
413,Poos de Caldas,15,2/15/2006 4:45
414,Portoviejo,28,2/15/2006 4:45
415,Probolinggo,45,2/15/2006 4:45
416,Pudukkottai,44,2/15/2006 4:45
417,Pune,44,2/15/2006 4:45
418,Purnea (Purnia,,
419,Purwakarta,45,2/15/2006 4:45
420,Pyongyang,70,2/15/2006 4:45
421,Qalyub,29,2/15/2006 4:45
422,Qinhuangdao,23,2/15/2006 4:45
423,Qomsheh,46,2/15/2006 4:45
424,Quilmes,6,2/15/2006 4:45
425,Rae Bareli,44,2/15/2006 4:45
426,Rajkot,44,2/15/2006 4:45
427,Rampur,44,2/15/2006 4:45
428,Rancagua,22,2/15/2006 4:45
429,Ranchi,44,2/15/2006 4:45
430,Richmond Hill,20,2/15/2006 4:45
431,Rio Claro,15,2/15/2006 4:45
432,Rizhao,23,2/15/2006 4:45
433,Roanoke,103,2/15/2006 4:45
434,Robamba,28,2/15/2006 4:45
435,Rockford,103,2/15/2006 4:45
436,Ruse,17,2/15/2006 4:45
437,Rustenburg,85,2/15/2006 4:45
438,s-Hertogenbosch,67,2/15/2006 4:45
439,Saarbrcken,38,2/15/2006 4:45
440,Sagamihara,50,2/15/2006 4:45
441,Saint Louis,103,2/15/2006 4:45
442,Saint-Denis,79,2/15/2006 4:45
443,Sal,62,2/15/2006 4:45
444,Salala,71,2/15/2006 4:45
445,Salamanca,60,2/15/2006 4:45
446,Salinas,103,2/15/2006 4:45
447,Salzburg,9,2/15/2006 4:45
448,Sambhal,44,2/15/2006 4:45
449,San Bernardino,103,2/15/2006 4:45
450,San Felipe de Puerto Plata,27,2/15/2006 4:45
451,San Felipe del Progreso,60,2/15/2006 4:45
452,San Juan Bautista Tuxtepec,60,2/15/2006 4:45
453,San Lorenzo,73,2/15/2006 4:45
454,San Miguel de Tucumn,6,2/15/2006 4:45
455,Sanaa,107,2/15/2006 4:45
456,Santa Brbara dOeste,15,2/15/2006 4:45
457,Santa F,6,2/15/2006 4:45
458,Santa Rosa,75,2/15/2006 4:45
459,Santiago de Compostela,87,2/15/2006 4:45
460,Santiago de los Caballeros,27,2/15/2006 4:45
461,Santo Andr,15,2/15/2006 4:45
462,Sanya,23,2/15/2006 4:45
463,Sasebo,50,2/15/2006 4:45
464,Satna,44,2/15/2006 4:45
465,Sawhaj,29,2/15/2006 4:45
466,Serpuhov,80,2/15/2006 4:45
467,Shahr-e Kord,46,2/15/2006 4:45
468,Shanwei,23,2/15/2006 4:45
469,Shaoguan,23,2/15/2006 4:45
470,Sharja,101,2/15/2006 4:45
471,Shenzhen,23,2/15/2006 4:45
472,Shikarpur,72,2/15/2006 4:45
473,Shimoga,44,2/15/2006 4:45
474,Shimonoseki,50,2/15/2006 4:45
475,Shivapuri,44,2/15/2006 4:45
476,Shubra al-Khayma,29,2/15/2006 4:45
477,Siegen,38,2/15/2006 4:45
478,Siliguri (Shiliguri,,
479,Simferopol,100,2/15/2006 4:45
480,Sincelejo,24,2/15/2006 4:45
481,Sirjan,46,2/15/2006 4:45
482,Sivas,97,2/15/2006 4:45
483,Skikda,2,2/15/2006 4:45
484,Smolensk,80,2/15/2006 4:45
485,So Bernardo do Campo,15,2/15/2006 4:45
486,So Leopoldo,15,2/15/2006 4:45
487,Sogamoso,24,2/15/2006 4:45
488,Sokoto,69,2/15/2006 4:45
489,Songkhla,94,2/15/2006 4:45
490,Sorocaba,15,2/15/2006 4:45
491,Soshanguve,85,2/15/2006 4:45
492,Sousse,96,2/15/2006 4:45
493,South Hill,5,2/15/2006 4:45
494,Southampton,102,2/15/2006 4:45
495,Southend-on-Sea,102,2/15/2006 4:45
496,Southport,102,2/15/2006 4:45
497,Springs,85,2/15/2006 4:45
498,Stara Zagora,17,2/15/2006 4:45
499,Sterling Heights,103,2/15/2006 4:45
500,Stockport,102,2/15/2006 4:45
501,Sucre,14,2/15/2006 4:45
502,Suihua,23,2/15/2006 4:45
503,Sullana,74,2/15/2006 4:45
504,Sultanbeyli,97,2/15/2006 4:45
505,Sumqayit,10,2/15/2006 4:45
506,Sumy,100,2/15/2006 4:45
507,Sungai Petani,59,2/15/2006 4:45
508,Sunnyvale,103,2/15/2006 4:45
509,Surakarta,45,2/15/2006 4:45
510,Syktyvkar,80,2/15/2006 4:45
511,Syrakusa,49,2/15/2006 4:45
512,Szkesfehrvr,43,2/15/2006 4:45
513,Tabora,93,2/15/2006 4:45
514,Tabriz,46,2/15/2006 4:45
515,Tabuk,82,2/15/2006 4:45
516,Tafuna,3,2/15/2006 4:45
517,Taguig,75,2/15/2006 4:45
518,Taizz,107,2/15/2006 4:45
519,Talavera,75,2/15/2006 4:45
520,Tallahassee,103,2/15/2006 4:45
521,Tama,50,2/15/2006 4:45
522,Tambaram,44,2/15/2006 4:45
523,Tanauan,75,2/15/2006 4:45
524,Tandil,6,2/15/2006 4:45
525,Tangail,12,2/15/2006 4:45
526,Tanshui,92,2/15/2006 4:45
527,Tanza,75,2/15/2006 4:45
528,Tarlac,75,2/15/2006 4:45
529,Tarsus,97,2/15/2006 4:45
530,Tartu,30,2/15/2006 4:45
531,Teboksary,80,2/15/2006 4:45
532,Tegal,45,2/15/2006 4:45
533,Tel Aviv-Jaffa,48,2/15/2006 4:45
534,Tete,63,2/15/2006 4:45
535,Tianjin,23,2/15/2006 4:45
536,Tiefa,23,2/15/2006 4:45
537,Tieli,23,2/15/2006 4:45
538,Tokat,97,2/15/2006 4:45
539,Tonghae,86,2/15/2006 4:45
540,Tongliao,23,2/15/2006 4:45
541,Torren,60,2/15/2006 4:45
542,Touliu,92,2/15/2006 4:45
543,Toulon,34,2/15/2006 4:45
544,Toulouse,34,2/15/2006 4:45
545,Trshavn,32,2/15/2006 4:45
546,Tsaotun,92,2/15/2006 4:45
547,Tsuyama,50,2/15/2006 4:45
548,Tuguegarao,75,2/15/2006 4:45
549,Tychy,76,2/15/2006 4:45
550,Udaipur,44,2/15/2006 4:45
551,Udine,49,2/15/2006 4:45
552,Ueda,50,2/15/2006 4:45
553,Uijongbu,86,2/15/2006 4:45
554,Uluberia,44,2/15/2006 4:45
555,Urawa,50,2/15/2006 4:45
556,Uruapan,60,2/15/2006 4:45
557,Usak,97,2/15/2006 4:45
558,Usolje-Sibirskoje,80,2/15/2006 4:45
559,Uttarpara-Kotrung,44,2/15/2006 4:45
560,Vaduz,55,2/15/2006 4:45
561,Valencia,104,2/15/2006 4:45
562,Valle de la Pascua,104,2/15/2006 4:45
563,Valle de Santiago,60,2/15/2006 4:45
564,Valparai,44,2/15/2006 4:45
565,Vancouver,20,2/15/2006 4:45
566,Varanasi (Benares,,
567,Vicente Lpez,6,2/15/2006 4:45
568,Vijayawada,44,2/15/2006 4:45
569,Vila Velha,15,2/15/2006 4:45
570,Vilnius,56,2/15/2006 4:45
571,Vinh,105,2/15/2006 4:45
572,Vitria de Santo Anto,15,2/15/2006 4:45
573,Warren,103,2/15/2006 4:45
574,Weifang,23,2/15/2006 4:45
575,Witten,38,2/15/2006 4:45
576,Woodridge,8,2/15/2006 4:45
577,Wroclaw,76,2/15/2006 4:45
578,Xiangfan,23,2/15/2006 4:45
579,Xiangtan,23,2/15/2006 4:45
580,Xintai,23,2/15/2006 4:45
581,Xinxiang,23,2/15/2006 4:45
582,Yamuna Nagar,44,2/15/2006 4:45
583,Yangor,65,2/15/2006 4:45
584,Yantai,23,2/15/2006 4:45
585,Yaound,19,2/15/2006 4:45
586,Yerevan,7,2/15/2006 4:45
587,Yinchuan,23,2/15/2006 4:45
588,Yingkou,23,2/15/2006 4:45
589,York,102,2/15/2006 4:45
590,Yuncheng,23,2/15/2006 4:45
591,Yuzhou,23,2/15/2006 4:45
592,Zalantun,23,2/15/2006 4:45
593,Zanzibar,93,2/15/2006 4:45
594,Zaoyang,23,2/15/2006 4:45
595,Zapopan,60,2/15/2006 4:45
596,Zaria,69,2/15/2006 4:45
597,Zeleznogorsk,80,2/15/2006 4:45
598,Zhezqazghan,51,2/15/2006 4:45
599,Zhoushan,23,2/15/2006 4:45
600,Ziguinchor,83,2/15/2006 4:45
